objectid,filename,thumb,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,rightsstatement,publisher,datacontributor,genre,relation
848,https://elizajames.github.io/WLCB_draft/objects/ab6fe5a3a80edd035b07e0da453be9c6.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/ab6fe5a3a80edd035b07e0da453be9c6_th.jpg,,,Jack and his island,"Thruston, Lucy Meacham ",1902,"Full text available at <a href=""https://archive.org/details/jackhisislandboy00thru"" target=""_blank"" rel=""noreferrer"">https://archive.org/details/jackhisislandboy00thru</a> From: ",,,,,Archive.org,VL512,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,"Boston: Little, Brown",Megan Hultberg,Fiction,
494,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Unknown Organ of Sense, An ","Franklin, Christine Ladd",1889-09-13,,,,,,JSTOR,VL334,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Science,Sydney Johnson,Article,
196,https://elizajames.github.io/WLCB_draft/objects/ab254d47aeb5ae74661ba37d3a1511b7.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/ab254d47aeb5ae74661ba37d3a1511b7_th.jpg,,,"Pamphlet Poets, The","Reese, Lizette Woodworth",1928,"Cover available at https://images-na.ssl-images-amazon.com/images/I/51SWar2OrwL._SX322_BO1,204,203,200_.jpg From: ",,,,,USMAI Catalog,VL45,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,New York: Simon & Schuster,Katie Elizabeth Shiber,Poetry,
831,https://elizajames.github.io/WLCB_draft/objects/ab207ca668f9cc3c2a0e6ca2b2e61eb2.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/ab207ca668f9cc3c2a0e6ca2b2e61eb2_th.jpg,,,"Lover, The","Duvall, Ellen",1901-11,"Full text available at <a href=""https://books.google.com/books?id=G0NDAQAAMAAJ&amp;pg=PA576-IA1&amp;lpg=PA576-IA1&amp;dq=Lover+ellen+duvall&amp;source=bl&amp;ots=IG8dCEDhZ1&amp;sig=tbimBzQj1wNsXcndwUWiylWiHQY&amp;hl=en&amp;sa=X&amp;ved=0ahUKEwiFp5GupbjZAhWhm-AKHa2eBV8Q6AEIKTAA#v=onepage&amp;q=Lover%20ellen%20duvall&amp;f=false"" target=""_blank"" rel=""noreferrer"">https://books.google.com/books?id=G0NDAQAAMAAJ&amp;pg=PA576-IA1&amp;lpg=PA576-IA1&amp;dq=Lover+ellen+duvall&amp;source=bl&amp;ots=IG8dCEDhZ1&amp;sig=tbimBzQj1wNsXcndwUWiylWiHQY&amp;hl=en&amp;sa=X&amp;ved=0ahUKEwiFp5GupbjZAhWhm-AKHa2eBV8Q6AEIKTAA#v=onepage&amp;q=Lover%20ellen%20duvall&amp;f=false</a> From: ",,,,,Google Books,VL500,Text,image/png,http://rightsstatements.org/vocab/NoC-US/1.0/,Atlantic Monthly,Katie Kazmierski,Story,
926,https://elizajames.github.io/WLCB_draft/objects/ab1001b92261c2f061dd8760dbbc9bf4.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/ab1001b92261c2f061dd8760dbbc9bf4_th.jpg,,,Poor Mrs. Marks,"Cloud, Virginia Woodward ",1899-07,,,,,,Fictionmags/American Periodical Series,VL590,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Tara Brooky,Fiction,
415,https://elizajames.github.io/WLCB_draft/objects/ab0ddbfb217e4d2a4f3caa0221edc47f.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/ab0ddbfb217e4d2a4f3caa0221edc47f_th.jpg,,,Only an incident,Litchfield Grace Denio,1883,"Full-text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=hvd.hn437x;view=1up;seq=6"">https://babel.hathitrust.org/cgi/pt?id=hvd.hn437x;view=1up;seq=6</a> From: ",,,,,WorldCat,VL260,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,New York : G.P. Putnam's Sons,Ellen Roussel,Fiction,
469,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Reddish Blue Arcs and the Reddish Blue Glow of the Retina: Seeing Your Own Nerve Currents through Bioluminescence, The ","Franklin, Christine Ladd",1926-06-15,,,,,,JSTOR,VL309,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Proceedings of the National Academy of Sciences of the United States of America,Sydney Johnson,Article,
189,https://elizajames.github.io/WLCB_draft/objects/a99aefcbc974ec1ab3b5afe33f5f508c.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a99aefcbc974ec1ab3b5afe33f5f508c_th.jpg,,,Spicewood,"Reese, Lizette Woodworth",,"Full text available at <a href=""https://archive.org/details/spicewood00rees?q=Lizette+Woodworth+Reese"" target=""_blank"" rel=""noreferrer"">https://archive.org/details/spicewood00rees?q=Lizette+Woodworth+Reese</a> From: ",,,,,USMAI Catalog,VL38,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,Baltimore: Norman Remington Company,Katie Elizabeth Shiber,Poetry,
229,https://elizajames.github.io/WLCB_draft/objects/a943a3a3932d9a42cf2522dafd994bc9.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a943a3a3932d9a42cf2522dafd994bc9_th.jpg,,,Heartsease and Happy Days,Louise Clarkson Whitelock,,"Full-text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=nyp.33433000133482;view=1up;seq=1"">https://babel.hathitrust.org/cgi/pt?id=nyp.33433000133482;view=1up;seq=1</a> From: ",,,,,UPenn Online Books,VL77,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,E. P. Dutton & Company,Clara Love,Poetry,
374,https://elizajames.github.io/WLCB_draft/objects/a7d4ebcf289f6dd40524b44b0a517845.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a7d4ebcf289f6dd40524b44b0a517845_th.jpg,,,France in the Nineteenth Century 1830-1890,Latimer Elizabeth Wormeley,1893,"Full-text available at <a href=""https://play.google.com/books/reader?id=tGcBAAAAYAAJ&amp;printsec=frontcover&amp;output=reader&amp;hl=en&amp;pg=GBS.PA9"">https://play.google.com/books/reader?id=tGcBAAAAYAAJ&amp;printsec=frontcover&amp;output=reader&amp;hl=en&amp;pg=GBS.PA9</a> From: ",,,,,WorldCat,VL215,Text,image/png,http://rightsstatements.org/vocab/NoC-US/1.0/,"Chicago, A.C. McClurg and Co.,",Ellen Roussel,History,
2219,https://elizajames.github.io/WLCB_draft/objects/a783834ec9d5c66c7cde3497725eaec1.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a783834ec9d5c66c7cde3497725eaec1_th.jpg,,,"Song of the Cricket, The","Litchfield, Grace Denio",1885-07-09,"From: Grace Denio Litchfield Papers, MS 941, Box 1, scrapbook",,,,,JHU Special Collections,VL891,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Independent,Katie Shiber,Poetry,
871,https://elizajames.github.io/WLCB_draft/objects/a74e19d922b8669c2c0fd6da74ea4426.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a74e19d922b8669c2c0fd6da74ea4426_th.jpg,,,Concerning Mr. Penwinkle,"Cloud, Virginia Woodward ",1905-05,"Full text available at <a href=""https://archive.org/stream/smartset1619newl#page/n127/mode/2up/search/virginia+woodward+cloud"">https://archive.org/stream/smartset1619newl#page/n127/mode/2up/search/virginia+woodward+cloud</a> From: ",,,,,Fictionmags,VL535,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Smart Set,Tara Brooky,Fiction,
1831,https://elizajames.github.io/WLCB_draft/objects/a727dc4f234b8db39cea4ab4900d3bf4.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/a727dc4f234b8db39cea4ab4900d3bf4_th.jpg,,,Musings in a Crowd,"Trail, Florence",1886-07-10,,,,,,Newspapers.com,VL640,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Lexington Intelligencer,Marina Fazio,Poetry,
915,https://elizajames.github.io/WLCB_draft/objects/a6db8b9bb2f342033a59e8dab8bb6305.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/a6db8b9bb2f342033a59e8dab8bb6305_th.jpg,,,"Mask of Life, The","Cloud, Virginia Woodward ",1900-07,,,,,,Fictionmags/American Periodical Series,VL579,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Cosmopolitian,Tara Brooky,Fiction,
2195,https://elizajames.github.io/WLCB_draft/objects/a6af634f6d6c4699d5ee50729eec6ffe.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a6af634f6d6c4699d5ee50729eec6ffe_th.jpg,,,"Beggar, The","Litchfield, Grace Denio",1887-02-02,"From: Grace Denio Litchfield Papers, MS 941 Box 1, scrapbooks",,,,,JHU Special Collections,VL865,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Independent,Jean Lee Cole,Poetry,
713,https://elizajames.github.io/WLCB_draft/objects/a6a27704df1006a5c652cd54131d7076.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/a6a27704df1006a5c652cd54131d7076_th.jpg,,,Counting the Cost--Suffrage,Briscoe Margaret Sutton,1895-08-24,http://hearth.library.cornell.edu/cgi/t/text/pageviewer-idx?c=hearth;rgn=full%20text;idno=4732809_1437_034;view=image;seq=10 From:,,,,,Hearth Archive,VL388,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Bazar,Monica Malouf,Essay,
942,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Tenure of Tradition, The","Cloud, Virginia Woodward ",1908-01,,,,,,Fictionmags,VL606,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Uncle Remus's Magazine,Tara Brooky,Fiction,
221,https://elizajames.github.io/WLCB_draft/objects/a58e15862fc2d7b2ba71e54786d4e3d5.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a58e15862fc2d7b2ba71e54786d4e3d5_th.jpg,,,Items of Maryland Belief and Custom,Anne Weston Whitney,1899-10,"Full-text available at <a href=""http://www.jstor.org/stable/533055?seq=1#page_scan_tab_contents"">http://www.jstor.org/stable/533055?seq=1#page_scan_tab_contents</a> From: ",,,,,JSTOR,VL69,Text,image/gif,http://rightsstatements.org/vocab/NoC-US/1.0/,The Journal of American Folklore,Clara Love,Folklore,
171,https://elizajames.github.io/WLCB_draft/objects/a51190d780f3be48d20764610ffc1dde.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a51190d780f3be48d20764610ffc1dde_th.jpg,,,"Vita, a Drama",Grace Denio Litchfield,1904,"Full-text available at <a href=""https://archive.org/details/vitadrama00litc"" target=""_blank"" rel=""noreferrer"">https://archive.org/details/vitadrama00litc</a> From: ",,,,,,VL26,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Boston: R. Badger,,Drama,
929,https://elizajames.github.io/WLCB_draft/objects/a47ee9fe0c50f179e54d9d0992f8608f.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a47ee9fe0c50f179e54d9d0992f8608f_th.jpg,,,Revelation,"Cloud, Virginia Woodward ",1898-12,,,,,,Fictionmags,VL593,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Monthly,Tara Brooky,Poetry,
1981,https://elizajames.github.io/WLCB_draft/objects/a3e5f6fe33c4f1cdb46ef08762e9f4e4.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/a3e5f6fe33c4f1cdb46ef08762e9f4e4_th.jpg,,,"New Version, A","Wink, Josh (Louise Malloy)",1903-07-09,From: p. 8,,,,,America's Historical Newspapers,VL784,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore American,Kate Kutch,Poetry,
192,https://elizajames.github.io/WLCB_draft/objects/a3aa624c77259cc49b6ca6f45ae5b4b2.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a3aa624c77259cc49b6ca6f45ae5b4b2_th.jpg,,,"Handful of Lavender, A","Reese, Lizette Woodworth",1891,"Full text available at <a href=""https://archive.org/details/handfuloflavende00reesrich"" target=""_blank"" rel=""noreferrer"">https://archive.org/details/handfuloflavende00reesrich</a> From: ",,,,,USMAI Catalog,VL41,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,New York: Houghton Mifflin Company,Katie Elizabeth Shiber,Poetry,
1922,https://elizajames.github.io/WLCB_draft/objects/a31e1060f9e427497e7f7b52eef0f6d2.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/a31e1060f9e427497e7f7b52eef0f6d2_th.jpg,,,Suburban Baltimore: Ellicott City,Lantz Emily Emerson,1905-10-22,,,,,,ProQuest,VL726,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Article,
2152,https://elizajames.github.io/WLCB_draft/objects/a28bbd776e17dc9b68e91ede174ff886.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/a28bbd776e17dc9b68e91ede174ff886_th.jpg,,,Three Queens of Ancient Egypt,"Early, Maud Graham",1895-06,"Note: the Southern Literary Messenger that published this essay is a different magazine from the magazine of the same title edited by Edgar Allan Poe. That more famous Southern Literary Messenger ceased publication in June 1864. From: Vol. 1, no. 2",,,,,,VL823,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Southern Literary Messenger,Jean Lee Cole,Non-fiction,
163,https://elizajames.github.io/WLCB_draft/objects/a2584885589b4821df9d83c14fa2a7dc.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/a2584885589b4821df9d83c14fa2a7dc_th.jpg,,,Cornelia's Customer,Harriet Lummis Smith,1911-11-23; 1912-02-16; 1912-12-05,"1911-11-23 (Baltimore Sun); 1912-02-16 (Owosso Times, MI); 1912-12-05 (Leon Reporter, IA) From: ",,,,,,VL19,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun; Associated Literary Press,Cynthia Requardt; Jonathan Flink,Fiction,https://drive.google.com/open?authuser=0&usp=forms_web&id=1amdkssPr_AtsQdvnavLelhQbY1jDyFnn
394,https://elizajames.github.io/WLCB_draft/objects/a2434678c83d1e8a0f06549adf1fb6c7.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a2434678c83d1e8a0f06549adf1fb6c7_th.jpg,,,Inner Life of Fra Ugo Bassi,Latimer Mary Elizabeth Wormeley,1902,"Full-text available at <a href=""https://books.google.com/books?id=z24XAQAAIAAJ&amp;pg=PA418&amp;lpg=PA418&amp;dq=inner+life+of+fra+ugo+bassi&amp;source=bl&amp;ots=7quWJjPpfh&amp;sig=FVDV1xB0Rugsl5SNFfoRlsQiWvE&amp;hl=en&amp;sa=X&amp;ved=0ahUKEwi0qobwwY_ZAhUrTd8KHfkHAOsQ6AEIKzAB#v=onepage&amp;q=inner%20life%20of%20fra%20ugo%20bassi&amp;f=false"">https://books.google.com/books?id=z24XAQAAIAAJ&amp;pg=PA418&amp;lpg=PA418&amp;dq=inner+life+of+fra+ugo+bassi&amp;source=bl&amp;ots=7quWJjPpfh&amp;sig=FVDV1xB0Rugsl5SNFfoRlsQiWvE&amp;hl=en&amp;sa=X&amp;ved=0ahUKEwi0qobwwY_ZAhUrTd8KHfkHAOsQ6AEIKzAB#v=onepage&amp;q=inner%20life%20of%20fra%20ugo%20bassi&amp;f=false</a> From: Vol. 34, p415-421",,,,,Readers' Guide Retrospective: 1890-1982 (H.W. Wilson),VL239,Text,image/png,http://rightsstatements.org/vocab/NoC-US/1.0/,Chautauquan; January 1902,Ellen Roussel,Essay,
465,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Visible Radiation from Excited Nerve Fiber Again,"Franklin, Christine Ladd",1928-02-10,,,,,,Reader's Guide,VL305,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,Science,Sydney Johnson,Article,
226,https://elizajames.github.io/WLCB_draft/objects/a16c0a1d0a6dff313f5bff276ae7808f.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a16c0a1d0a6dff313f5bff276ae7808f_th.jpg,,,Fly-Away Fairies and Baby Blossoms,Louise Clarkson Whitelock,,"Full-text available at <a href=""http://ufdc.ufl.edu/UF00053006/00001"">http://ufdc.ufl.edu/UF00053006/00001</a> From: ",,,,,UPenn Online Books,VL74,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,E. P. Dutton & Company,Clara Love,Poetry,
745,https://elizajames.github.io/WLCB_draft/objects/a11ede13b751f46fafb7fe68128ddb1d.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a11ede13b751f46fafb7fe68128ddb1d_th.jpg,,,When Polly Takes the Air,Reese Lizette Woodworth,1893-09,"Full text available at <a href=""http://ebooks.library.cornell.edu/cgi/t/text/pageviewer-idx?c=cent;cc=cent;rgn=full%20text;idno=cent0046-5;didno=cent0046-5;view=image;seq=726;node=cent0046-5%3A12;page=root;size=100"" target=""_blank"" rel=""noreferrer"">http://ebooks.library.cornell.edu/cgi/t/text/pageviewer-idx?c=cent;cc=cent;rgn=full%20text;idno=cent0046-5;didno=cent0046-5;view=image;seq=726;node=cent0046-5%3A12;page=root;size=100</a> From: ",,,,,FictionMags Index,VL420,Text,image/gif,http://rightsstatements.org/vocab/NoC-US/1.0/,Century,Katie Shiber,Poetry,
488,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Reduction to Absurdity of the Ordinary Treatment of the Syllogism, The","Franklin, Christine Ladd",1901-04-12,,,,,,JSTOR,VL328,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Science,Sydney Johnson,Article,
366,https://elizajames.github.io/WLCB_draft/objects/a09c9ab340d59933426b4c3b5d4ef1c0.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/a09c9ab340d59933426b4c3b5d4ef1c0_th.jpg,,,"Little Still, The","Briscoe, Margaret Sutton ",1904-04-02,,,,,,Reader's Guide,VL207,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Outlook,Monica Malouf,Fiction,
223,https://elizajames.github.io/WLCB_draft/objects/a0664e5533f6d60079a6c4f2ef2205dd.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/a0664e5533f6d60079a6c4f2ef2205dd_th.jpg,,,Jack Horner,Mary Spear Tiernan,1890,"Full-text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=nyp.33433076081730;view=1up;seq=9"">https://hdl.handle.net/2027/nyp.33433076081730</a> From: ",,,,,HathiTrust,VL71,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Boston and New York: Houghton Mifflin,Marina Fazio,Fiction,
1946,https://elizajames.github.io/WLCB_draft/objects/9fe17e3731c8a0cfe4d9c7fd3d0d97aa.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/9fe17e3731c8a0cfe4d9c7fd3d0d97aa_th.jpg,,,This month will see the canonization of Jeanne D'Arc by Pope,Lantz Emily Emerson,1920-05-16,,,,,,ProQuest,VL750,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Journalism,
748,https://elizajames.github.io/WLCB_draft/objects/9e71b4fc859aad4774b74ab6677b087e.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/9e71b4fc859aad4774b74ab6677b087e_th.jpg,,,"House of Silent Years, The","Reese, Lizette Woodworth",1897-01,https://books.google.com/books?id=pHw4AQAAMAAJ&pg=PA41&lpg=PA41&dq=The+House+of+Silent+Years+Lizette+Woodworth+Reese&source=bl&ots=h7qGqDGvu2&sig=42wipKDT1JMqk4HhussUo3ZZhpc&hl=en&sa=X&ved=0ahUKEwjwiZuRwJnZAhVQ0VMKHeaLA6AQ6AEISDAE#v=onepage&q=The%20House%20of%20Silent%20Years%20Lizette%20Woodworth%20Reese&f=false From:,,,,,FictionMags Index,VL423,Text,image/png,http://rightsstatements.org/vocab/NoC-US/1.0/,Atlantic Monthly,Katie Shiber,Poetry,
154,https://elizajames.github.io/WLCB_draft/objects/9e547c81b7f8dba86e07271391313b1c.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/9e547c81b7f8dba86e07271391313b1c_th.jpg,,,Jimmy's Opportunity,Harriet Lummis Smith,1909-07-21; 1909-08-09; 1910-01-27,"1909-07-21 (Baltimore Sun); 1909-08-09 (Rock Island Argus, IL) 1910-01-27 (Hopkinsville Kentuckian) From: ",,,,,https://drive.google.com/open?authuser=0&usp=forms_web&id=1DbjpIgWQnK_bLp7of0-rDEAKZ-e7oxvj,VL10,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun; Associated Literary Press,Cynthia Requardt; Jonathan Flink,Fiction,
1934,https://elizajames.github.io/WLCB_draft/objects/9e305d59c0e50eaefb8e257fd9db6f80.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/9e305d59c0e50eaefb8e257fd9db6f80_th.jpg,,,"Long, long trail becomes A short cut of fascinating byways into the land of one adventurous lady's dreams, The",Lantz Emily Emerson,1919-09-07,,,,,,ProQuest,VL738,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Article,
344,https://elizajames.github.io/WLCB_draft/objects/9dd500602471035d5dcdb8c60ce1aa90.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/9dd500602471035d5dcdb8c60ce1aa90_th.jpg,,,His Mother-at-Heart,"Briscoe, Margaret Sutton ",1908-12,,,,,,Reader's Guide,VL185,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Ladies' Home Journal,Monica Malouf,Fiction,
242,https://elizajames.github.io/WLCB_draft/objects/9db228c7a3b64fe51d676841ea33e863.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/9db228c7a3b64fe51d676841ea33e863_th.jpg,,,"History of Italian literature, A",Florence Trail,1903,"Full-text available at <a href=""https://hdl.handle.net/2027/uc1.b3594940"">https://hdl.handle.net/2027/uc1.b3594940</a> From: ",,,,,HathiTrust,VL90,Text,image/png,http://rightsstatements.org/vocab/NoC-US/1.0/,"New York, Vincenzo Ciocia Stamperia Italiana",Marina Fazio,Literary criticism,
339,https://elizajames.github.io/WLCB_draft/objects/9d5be987a94e80c93f11c5cbedb2ae69.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/9d5be987a94e80c93f11c5cbedb2ae69_th.jpg,,,Hospitalized Child,"Briscoe, Margaret Sutton ",1910-11,,,,,,Reader's Guide,VL180,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Good Housekeeping,Monica Malouf,Fiction,
2826,https://elizajames.github.io/WLCB_draft/objects/9d4e096b547a1124052a2b0038393c8b.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/9d4e096b547a1124052a2b0038393c8b_th.jpg,,,"Bonnet of 1830 Versus the Saucer Hat, The",Constance Chisholm (Marian V. Dorsey),1913-03-30,From: p. LS4,,,,,Baltimore Sun,VL938,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,,Jean Lee Cole,Article,
299,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Maryland Heraldry: The Dorseys of Maryland, descendants of Hon. John Dorsey, Col. Edward Dorsey and Joshua Dorsey","Lantz, Emily Emerson",1908-01-19,,,,,,Baltimore Sun Historical,VL143,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,Hunter Flynn,Article,
345,https://elizajames.github.io/WLCB_draft/objects/9cda430bfafb8f1ae9fdde2b1c6db516.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/9cda430bfafb8f1ae9fdde2b1c6db516_th.jpg,,,"Girl that Peter Brought, The","Briscoe, Margaret Sutton ",1909-03,,,,,,Reader's Guide,VL186,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Ladies' Home Journal,Monica Malouf,Fiction,
168,https://elizajames.github.io/WLCB_draft/objects/9cc1f5bd2c1d92859ab746432731f782.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/9cc1f5bd2c1d92859ab746432731f782_th.jpg,,,"Problem, The","Duvall, Ellen",1898-03,Full-text available at http://ebooks.library.cornell.edu/cgi/t/text/pageviewer-idx?c=harp;cc=harp;q1=duvall;rgn=full%20text;idno=harp0096-4;didno=harp0096-4;node=harp0096-4%3A1;view=image;seq=0625 From:,,,,,Cornell University Library,VL23,Text,image/gif,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Monthly 96:574 (Mar. 1898): 615-620,Jean Lee Cole,Fiction,
1924,https://elizajames.github.io/WLCB_draft/objects/9c7f1a7a23c628379e65901aa6c48af8.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/9c7f1a7a23c628379e65901aa6c48af8_th.jpg,,,Suburban Baltimore: West Arlington,Lantz Emily Emerson,1905-11-12,,,,,,ProQuest,VL728,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Article,
424,https://elizajames.github.io/WLCB_draft/objects/9c404f9ecfa7ab59f225054145ad582c.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/9c404f9ecfa7ab59f225054145ad582c_th.jpg,,,"Nun of Kent; a Drama in Five Acts, The ",Litchfield Grace Denio,1911,"Full text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=nyp.33433082295241;view=1up;seq=7"" target=""_blank"" rel=""noreferrer"">https://babel.hathitrust.org/cgi/pt?id=nyp.33433082295241;view=1up;seq=7</a> From: ",,,,,WorldCat,VL269,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,"New York, London, G.P. Putnam's Sons",Ellen Roussel,Drama,
202,https://elizajames.github.io/WLCB_draft/objects/9c3545237edefd13bba3645b774a8359.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/9c3545237edefd13bba3645b774a8359_th.jpg,,,Selected Poems cover,Lizette Woodworth Reese,,https://i.ebayimg.com/images/g/0roAAOxySy9SQPKE/s-l300.jpg From:,,,,,USMAI Catalog,VL51,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,"London: Longmans, Green",Katie Elizabeth Shiber,Poetry,
955,https://elizajames.github.io/WLCB_draft/objects/9c1ae6ae8553e8f4e2cb05c3026d8442.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/9c1ae6ae8553e8f4e2cb05c3026d8442_th.jpg,,,"Witchcraft at Bow Bridge Castle, The (Part 2)","Cloud, Virginia Woodward ",1895-07-13,,,,,,American Periodical Series,VL619,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Outlook,JLC,Fiction,
749,https://elizajames.github.io/WLCB_draft/objects/9b6e3a45510ca1c701704dd664bdec93.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/9b6e3a45510ca1c701704dd664bdec93_th.jpg,,,"Valentine, A","Reese, Lizette Woodworth",1897-02,https://babel.hathitrust.org/cgi/pt?id=coo.31924066889068;view=1up;seq=245 From:,,,,,FictionMags Index,VL424,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Scribner's Magazine,Katie Shiber,Poetry,
